name,email,phone,detail_url
Rumors Lounge,hiamman@ihg.com,+962 7 9100 0243,https://www.eyeofriyadh.com/directory/details/8222_rumors-lounge
Chestnut Restaurant & Pub,info@chestnutpub.com,+962 775000075,https://www.eyeofriyadh.com/directory/details/8223_chestnut-restaurant-pub
Gusto Italian Restaurant,gusto.amman@rotana.com,+962 6 520 8888,https://www.eyeofriyadh.com/directory/details/8227_gusto-italian-restaurant
CAFÉ ITALIA,boulevard.arjaan@rotana.com,+962 6 520 4444,https://www.eyeofriyadh.com/directory/details/8228_caf-italia
The Library Lounge & Cigar Bar,amman@marriotthotels.com,+962 6 560 7607,https://www.eyeofriyadh.com/directory/details/8230_the-library-lounge-cigar-bar
‪IL Terrazzo Amman Restaurant‬,amman@marriotthotels.com,+962 6 560 7607,https://www.eyeofriyadh.com/directory/details/8232_il-terrazzo-amman-restaurant
Romero Restaurant,, +962 6 4644227,https://www.eyeofriyadh.com/directory/details/8233_romero-restaurant
Oliva,info@olivajo.com,+962 6 462 2021,https://www.eyeofriyadh.com/directory/details/8235_oliva
L'Incontro,lincontro.ammgh@hyatt.com,+962 6 4651234,https://www.eyeofriyadh.com/directory/details/8236_lincontro
IL PIZZAIOLO,,+962 77 98 1900 8,https://www.eyeofriyadh.com/directory/details/8238_il-pizzaiolo
Luigi’s Pizza,info@luigispizza.jo,+962 789444648,https://www.eyeofriyadh.com/directory/details/8239_luigi-s-pizza
Spago Italian Restaurant,info@spagojordan.com,,https://www.eyeofriyadh.com/directory/details/8240_spago-italian-restaurant
EVOO Italian Restaurant,Reservations.01239@Sheraton.com,+962 6 5934111,https://www.eyeofriyadh.com/directory/details/8241_evoo-italian-restaurant
TRATTORIA,reservation@alqasrmetropole.com,+962 6 5 666 140,https://www.eyeofriyadh.com/directory/details/8242_trattoria
KFC,,+962 6 580 0000,https://www.eyeofriyadh.com/directory/details/8286_kfc
Hardees,,+962 6 5808080,https://www.eyeofriyadh.com/directory/details/8288_hardees
‪McDonald's‬,,+962 6 5820000,https://www.eyeofriyadh.com/directory/details/8289_mcdonalds
‪Cinco De Mayo - Amman‬,,+962 7 9888 8483,https://www.eyeofriyadh.com/directory/details/8290_cinco-de-mayo-amman
Lebnani Snack,info@lebnanisnack.com,+962 6 580 6060,https://www.eyeofriyadh.com/directory/details/8291_lebnani-snack
Hola Taco,holatacojo@gmail.com,+962 7 7770 0097,https://www.eyeofriyadh.com/directory/details/8297_hola-taco
Zambak Turkish Cuisine,adel.jaber@ZambakTurkishCuisine.com,+962 7 9898 9661,https://www.eyeofriyadh.com/directory/details/8298_zambak-turkish-cuisine
University of Prince Mugrin,info@upm.edu.sa,+966 148318484,https://www.eyeofriyadh.com/directory/details/8327_university-of-prince-mugrin
Mustaqbal University,, 920000039,https://www.eyeofriyadh.com/directory/details/8328_mustaqbal-university
Al-Ittihad Club,,,https://www.eyeofriyadh.com/directory/details/8371_al-ittihad-club
Al-Ahli Football Club,alahli@alahlifc.sa,,https://www.eyeofriyadh.com/directory/details/8372_al-ahli-football-club
Al-Taawoun Football Club,fanscare@altaawoun.sa,+237657680507,https://www.eyeofriyadh.com/directory/details/8373_al-taawoun-football-club
ENGIE,,0565301834,https://www.eyeofriyadh.com/directory/details/8429_engie
Al-Wehda Club,ADMIN@ALWEHDACLUB.SA,,https://www.eyeofriyadh.com/directory/details/8442_al-wehda-club
Ettifaq Saudi Club,mc@ettifaq.com,,https://www.eyeofriyadh.com/directory/details/8443_ettifaq-saudi-club
Al-Qadsiah Football Club,QadsiahSA@gmail.com,,https://www.eyeofriyadh.com/directory/details/8491_al-qadsiah-football-club
Ohod Football Club,pr@ohudclub.com,,https://www.eyeofriyadh.com/directory/details/8492_ohod-football-club
United Lube Oil Company (UNILUBE),info@unilubeco.com,+966 13 341 1168,https://www.eyeofriyadh.com/directory/details/8528_united-lube-oil-company-unilube
ALMALL,,8004330033,https://www.eyeofriyadh.com/directory/details/8537_almall
Sheraton Amman Al Nabil Hotel & Tower,jordan@Starwoodhotels.com,+962 6 593 4111,https://www.eyeofriyadh.com/directory/details/8579_sheraton-amman-al-nabil-hotel-tower
Kempinski Hotel Amman Jordan,amman@kempinski.com,+962 6 5200200,https://www.eyeofriyadh.com/directory/details/8580_kempinski-hotel-amman-jordan
amman international hotel,aih@nets.com.jo,+962 6 534 1712,https://www.eyeofriyadh.com/directory/details/8584_amman-international-hotel
Amman Airport Hotel,Reservation@ammanairporthotel.com,+962 6 4451000,https://www.eyeofriyadh.com/directory/details/8585_amman-airport-hotel
Al Qasr Metropole Hotel,reservation@alqasrmetropole.com,+962 6 5 666 140,https://www.eyeofriyadh.com/directory/details/8587_al-qasr-metropole-hotel
Grand Millennium Amman,info.gmam@millenniumhotels.com,+962 6 5004500,https://www.eyeofriyadh.com/directory/details/8588_grand-millennium-amman
Le Royal Amman Hotel,,+962 6 460 3000,https://www.eyeofriyadh.com/directory/details/8611_le-royal-amman-hotel
Al al-Bayt University,info@aabu.edu.jo,+ 962 2 6297000,https://www.eyeofriyadh.com/directory/details/8624_al-al-bayt-university
Al- Balqa' Applied University,info@bau.edu.jo,+962 5 3491111,https://www.eyeofriyadh.com/directory/details/8625_al-balqa-applied-university
German Jordanian University,info@gju.edu.jo,+962 6 429 4444,https://www.eyeofriyadh.com/directory/details/8629_german-jordanian-university
Amman Arab University,aau@aau.edu.jo,+962 6 4791400,https://www.eyeofriyadh.com/directory/details/8630_amman-arab-university
Middle East University,enquiry@meu.edu.jo,,https://www.eyeofriyadh.com/directory/details/8631_middle-east-university
Jadara University,info@jadara.edu.jo,+962 2 7201222 ,https://www.eyeofriyadh.com/directory/details/8632_jadara-university
Al-Ahliyya Amman University,president.off@ammanu.edu.jo,+962 5 3500211,https://www.eyeofriyadh.com/directory/details/8633_al-ahliyya-amman-university
Applied Science Private University,info@asu.edu.jo,+96 2 6560​9999,https://www.eyeofriyadh.com/directory/details/8635_applied-science-private-university
Philadelphia University,info@philadelphia.edu.jo,+962 6 4799000 ,https://www.eyeofriyadh.com/directory/details/8636_philadelphia-university
Isra University,Webmaster@iu.edu.jo,+962 4711710,https://www.eyeofriyadh.com/directory/details/8637_isra-university
Petra University,info@uop.edu.jo,+962 6 5799555,https://www.eyeofriyadh.com/directory/details/8638_petra-university
Al-Zaytoonah University of Jordan,president@zuj.edu.jo,+962 6 4291511,https://www.eyeofriyadh.com/directory/details/8639_al-zaytoonah-university-of-jordan
Zarqa University,elc@zu.edu.jo,+962 5 3821100,https://www.eyeofriyadh.com/directory/details/8640_zarqa-university
Irbid National University,dewan@inu.edu.jo,+962 2 7056682 ,https://www.eyeofriyadh.com/directory/details/8641_irbid-national-university
Jerash University,info.jpu@jpu.edu.jo,+962 26350521,https://www.eyeofriyadh.com/directory/details/8642_jerash-university
Princess Sumaya University for Technology,info@psut.edu.jo,+962 6 5359 949 ,https://www.eyeofriyadh.com/directory/details/8643_princess-sumaya-university-for-technology
Jordan Academy of Music,Info@jam.edu.jo,+962  6 5661838,https://www.eyeofriyadh.com/directory/details/8644_jordan-academy-of-music
Ammon Applied University College,,+962 6 2 9232,https://www.eyeofriyadh.com/directory/details/8645_ammon-applied-university-college
American University of Madaba,info@aum.edu.jo,+962 5 3294444,https://www.eyeofriyadh.com/directory/details/8646_american-university-of-madaba
Ajloun National Private University,info@anu.edu.jo,+962 2 6466616,https://www.eyeofriyadh.com/directory/details/8648_ajloun-national-private-university
Aqaba University Of Technology,info@aut.edu.jo,+962 3 209 2300,https://www.eyeofriyadh.com/directory/details/8652_aqaba-university-of-technology
Al Hussein Technical University,info@htu.edu.jo,+962 6 580 8787‏,https://www.eyeofriyadh.com/directory/details/8653_al-hussein-technical-university
Luminus Technical University College,info@luminuseducation.com,+962 6 4000666,https://www.eyeofriyadh.com/directory/details/8654_luminus-technical-university-college
Khawarizmi Technical University College,kutc@khawarizmi.edu.jo,+962 6 550 1600,https://www.eyeofriyadh.com/directory/details/8655_khawarizmi-technical-university-college
Arab Community College,Info@arabcommunitycollege.edu.jo,+962 6 534 2181,https://www.eyeofriyadh.com/directory/details/8656_arab-community-college
Talal Abu - Ghazaleh College of Applied Business and Information Technology,info@tagiuni.com,+962 6 5100 250,https://www.eyeofriyadh.com/directory/details/8657_talal-abu-ghazaleh-college-of-applied-business-and-information-technology
Jordan Select Tours,info@select.jo,+962 6 5930588,https://www.eyeofriyadh.com/directory/details/8662_jordan-select-tours
Barakat Hotel Apartments,,+962 6 5697348,https://www.eyeofriyadh.com/directory/details/8667_barakat-hotel-apartments
Aljabr Financing,,8003030004,https://www.eyeofriyadh.com/directory/details/8670_aljabr-financing
Movenpick hotels and resorts,info@movenpick.com, +962 3 203 40 20,https://www.eyeofriyadh.com/directory/details/8673_movenpick-hotels-and-resorts
InterContinental Aqaba (Resort Aqaba),info.aqjha@ihg.com,+962 032092222 ,https://www.eyeofriyadh.com/directory/details/8674_intercontinental-aqaba-resort-aqaba
Holiday Inn Resort Dead Sea,info.hirdeadsea@ihg.com, +962 5 3495555,https://www.eyeofriyadh.com/directory/details/8675_holiday-inn-resort-dead-sea
Hilton Dead Sea Resort & Spa Opens in new window,ammds.info@hilton.com,+962 53493000,https://www.eyeofriyadh.com/directory/details/8676_hilton-dead-sea-resort-spa-opens-in-new-window
Crowne Plaza Jordan Dead Sea Resort & Spa,info.cprdeadsea@ihg.com,+962 53494000 ,https://www.eyeofriyadh.com/directory/details/8677_crowne-plaza-jordan-dead-sea-resort-spa
cafe hanin,,+962 7 9535 5053,https://www.eyeofriyadh.com/directory/details/8690_cafe-hanin
Cafe Jafra‬,info@jafra.com,+962 6 4622551,https://www.eyeofriyadh.com/directory/details/8691_cafe-jafra
wildjordancenter,wildjordan@atico-jo.com,+962 6 4633542,https://www.eyeofriyadh.com/directory/details/8692_wildjordancenter
Rumi Cafe,,+962 464 4131,https://www.eyeofriyadh.com/directory/details/8693_rumi-cafe
Dimitri's Coffee,info@dimitriscoffee.com, +962 7 9966 9001,https://www.eyeofriyadh.com/directory/details/8694_dimitris-coffee
careem,go@careem.com,+962 560 0380,https://www.eyeofriyadh.com/directory/details/8695_careem
Uber,,1300 091 272,https://www.eyeofriyadh.com/directory/details/8696_uber
Jeeny,info@jeeny.me,+962 577 7666‏,https://www.eyeofriyadh.com/directory/details/8698_jeeny
Hayyat Residential compound,,+962 6 5520071,https://www.eyeofriyadh.com/directory/details/8703_hayyat-residential-compound
Barakat Hotel Apartments,info@barakatapartments.com,+962 569 7348,https://www.eyeofriyadh.com/directory/details/8709_barakat-hotel-apartments
AlJazeera Hotel Apartments,,+962 6 5677424,https://www.eyeofriyadh.com/directory/details/8710_aljazeera-hotel-apartments
jasmine leaves,,+962 9561 0093,https://www.eyeofriyadh.com/directory/details/8711_jasmine-leaves
Al Sabah Hotel Apartments,,+962 96264708030,https://www.eyeofriyadh.com/directory/details/8712_al-sabah-hotel-apartments
Daraghmeh  Hotel Apartments,,+962  461 1449,https://www.eyeofriyadh.com/directory/details/8713_daraghmeh-hotel-apartments
United Arab Emirates embassy,ammanEmb@mofaic.gov.ae,+962 65934780,https://www.eyeofriyadh.com/directory/details/8726_united-arab-emirates-embassy
Embassy of Japan in Jordan,,+962 593 2005,https://www.eyeofriyadh.com/directory/details/8727_embassy-of-japan-in-jordan
British Embassy Amman,Amman.enquiries@fco.gov.uk,+962 590 9200,https://www.eyeofriyadh.com/directory/details/8728_british-embassy-amman
Embassy of the United States,,+962-6-590-6000,https://www.eyeofriyadh.com/directory/details/8729_embassy-of-the-united-states
Embassy of Sweden,,+962 6590 1300 ,https://www.eyeofriyadh.com/directory/details/8730_embassy-of-sweden
Embassy of France,,+962 460 4630,https://www.eyeofriyadh.com/directory/details/8731_embassy-of-france
Canadian Embassy in Amman,,+962 590 1500,https://www.eyeofriyadh.com/directory/details/8733_canadian-embassy-in-amman
Turkish Embassy in Amman,,+962 500 2325,https://www.eyeofriyadh.com/directory/details/8734_turkish-embassy-in-amman
Embassy of the Kingdom of the Netherlands,info.netherlandsoman@vfshelpline.com,+962 590 2200,https://www.eyeofriyadh.com/directory/details/8735_embassy-of-the-kingdom-of-the-netherlands
Embassy of Belgium in Jordan,amman@diplobel.fed.be,+962 6 465 57 30,https://www.eyeofriyadh.com/directory/details/8736_embassy-of-belgium-in-jordan
Embassy of Germany,,+962 590 1170,https://www.eyeofriyadh.com/directory/details/8737_embassy-of-germany
EMBASSY OF SAUDI ARABIA IN AMMAN,joemb@mofa.gov.sa,(+962) 6 590 7070,https://www.eyeofriyadh.com/directory/details/8738_embassy-of-saudi-arabia-in-amman
Adam Travel and Tourism,jordan@adamtravel.com,	 009626 5665465,https://www.eyeofriyadh.com/directory/details/8740_adam-travel-and-tourism
Jordan Gateway Tours,info@jordangt.com,00962 6 	 5924617,https://www.eyeofriyadh.com/directory/details/8741_jordan-gateway-tours
Golden Gate Events and activities.,info@jordanfairs.com, 0096265658501,https://www.eyeofriyadh.com/directory/details/8742_golden-gate-events-and-activities
The General Directorate Of Jordan Civil Defence,Internet@cdd.gov.jo,911,https://www.eyeofriyadh.com/directory/details/8743_the-general-directorate-of-jordan-civil-defence
Directorate of Education of Amman / Kasbah Brigade / Capital Governorate,moecs@moe.gov.jo,+962 5607331,https://www.eyeofriyadh.com/directory/details/8745_directorate-of-education-of-amman-kasbah-brigade-capital-governorate
Food Directorate-General Organization for Medicine and Food,info@jfda.jo,080022660,https://www.eyeofriyadh.com/directory/details/8746_food-directorate-general-organization-for-medicine-and-food
Directorate of general security,psd@psd.gov.jo,196,https://www.eyeofriyadh.com/directory/details/8747_directorate-of-general-security
Jordan Darak Forces,jdf@jdf.gov.jo,+962 5100360,https://www.eyeofriyadh.com/directory/details/8748_jordan-darak-forces
Greater Amman Municipality,info@ammancity.gov.jo,+962 64636111,https://www.eyeofriyadh.com/directory/details/8755_greater-amman-municipality
General Intelligence Department,,+962 586 5131,https://www.eyeofriyadh.com/directory/details/8756_general-intelligence-department
Institute of Public Administration,info@ipa.gov.jo,+962 5664111,https://www.eyeofriyadh.com/directory/details/8757_institute-of-public-administration
Ministry Of Tourism And Antiquities,contacts@mota.gov.jo, +962 6 4603360 ,https://www.eyeofriyadh.com/directory/details/8758_ministry-of-tourism-and-antiquities
Centro Shaheen Rotana,, +966 12 618 8888,https://www.eyeofriyadh.com/directory/details/9117_centro-shaheen-rotana
Elaf Galleria Jeddah,info-galleria@elafhotels.com,966 12 422 2555 Ext. 5000,https://www.eyeofriyadh.com/directory/details/9118_elaf-galleria-jeddah
SALSABIL BY WARWICK,reservations.salsabil@warwickhotels.com,966126072470,https://www.eyeofriyadh.com/directory/details/9126_salsabil-by-warwick
Novotel Jeddah Tahlia,H8906@ACCOR.COM,+966126090777,https://www.eyeofriyadh.com/directory/details/9127_novotel-jeddah-tahlia
Hyberfair,,,https://www.eyeofriyadh.com/directory/details/9544_hyberfair
vFAIRS,,,https://www.eyeofriyadh.com/directory/details/9545_vfairs
TNW,,,https://www.eyeofriyadh.com/directory/details/9546_tnw
INEXBO,,,https://www.eyeofriyadh.com/directory/details/9547_inexbo
artsteps,,,https://www.eyeofriyadh.com/directory/details/9549_artsteps
Cvent,,,https://www.eyeofriyadh.com/directory/details/9550_cvent
WorkCast,,,https://www.eyeofriyadh.com/directory/details/9551_workcast
aventri,,,https://www.eyeofriyadh.com/directory/details/9552_aventri
Communique Conferencing,,,https://www.eyeofriyadh.com/directory/details/9553_communique-conferencing
bluejeans,,,https://www.eyeofriyadh.com/directory/details/9554_bluejeans
V-ex,,,https://www.eyeofriyadh.com/directory/details/9555_v-ex
Hopin,,,https://www.eyeofriyadh.com/directory/details/9556_hopin
Accelevents,,,https://www.eyeofriyadh.com/directory/details/9557_accelevents
MegaMeeting,,,https://www.eyeofriyadh.com/directory/details/9558_megameeting
gotowebinar,,,https://www.eyeofriyadh.com/directory/details/9559_gotowebinar
clickmeeting,,,https://www.eyeofriyadh.com/directory/details/9560_clickmeeting
REATTENDANCE LTD,,,https://www.eyeofriyadh.com/directory/details/9561_reattendance-ltd
eztalks,,,https://www.eyeofriyadh.com/directory/details/9562_eztalks
Webex,,,https://www.eyeofriyadh.com/directory/details/9563_webex
meetyoo,,,https://www.eyeofriyadh.com/directory/details/9564_meetyoo
brella,,,https://www.eyeofriyadh.com/directory/details/9565_brella
pathable,,,https://www.eyeofriyadh.com/directory/details/9566_pathable
hubb,,,https://www.eyeofriyadh.com/directory/details/9567_hubb
heysummit,,,https://www.eyeofriyadh.com/directory/details/9568_heysummit
guidebook,,,https://www.eyeofriyadh.com/directory/details/9569_guidebook
freeman,,,https://www.eyeofriyadh.com/directory/details/9570_freeman
hexafair,,,https://www.eyeofriyadh.com/directory/details/9571_hexafair
demio,,,https://www.eyeofriyadh.com/directory/details/9572_demio
eventfinity,,,https://www.eyeofriyadh.com/directory/details/9573_eventfinity
EventMobi,,,https://www.eyeofriyadh.com/directory/details/9574_eventmobi
eventrebels,,,https://www.eyeofriyadh.com/directory/details/9575_eventrebels
expocad,,,https://www.eyeofriyadh.com/directory/details/9576_expocad
expoplatform,,,https://www.eyeofriyadh.com/directory/details/9577_expoplatform
fusionproductions,,,https://www.eyeofriyadh.com/directory/details/9578_fusionproductions
converve,,,https://www.eyeofriyadh.com/directory/details/9579_converve
crowdacast,,,https://www.eyeofriyadh.com/directory/details/9580_crowdacast
bigmarker,,,https://www.eyeofriyadh.com/directory/details/9581_bigmarker
webinarjam,,,https://www.eyeofriyadh.com/directory/details/9582_webinarjam
Glisser,,,https://www.eyeofriyadh.com/directory/details/9583_glisser
Swapcard,,,https://www.eyeofriyadh.com/directory/details/9584_swapcard
globalmeet,,,https://www.eyeofriyadh.com/directory/details/9585_globalmeet
Virtual Summits Software,,,https://www.eyeofriyadh.com/directory/details/9586_virtual-summits-software
Bizzabo,,,https://www.eyeofriyadh.com/directory/details/9587_bizzabo
Attendease,,,https://www.eyeofriyadh.com/directory/details/9588_attendease
High Attendance,,,https://www.eyeofriyadh.com/directory/details/9589_high-attendance
All In The Loop,,,https://www.eyeofriyadh.com/directory/details/9590_all-in-the-loop
Engagez,,,https://www.eyeofriyadh.com/directory/details/9591_engagez
Evia,,,https://www.eyeofriyadh.com/directory/details/9592_evia
Blastream,,,https://www.eyeofriyadh.com/directory/details/9593_blastream
Onstream Media,,,https://www.eyeofriyadh.com/directory/details/9594_onstream-media
stopme,,,https://www.eyeofriyadh.com/directory/details/9595_stopme
open water,,,https://www.eyeofriyadh.com/directory/details/9596_open-water
intellum,,,https://www.eyeofriyadh.com/directory/details/9597_intellum
cadmiumcd,,,https://www.eyeofriyadh.com/directory/details/9598_cadmiumcd
Localist,,,https://www.eyeofriyadh.com/directory/details/9599_localist
iVent,,,https://www.eyeofriyadh.com/directory/details/9600_ivent
Issuer Direct,,,https://www.eyeofriyadh.com/directory/details/9601_issuer-direct
Brandlive,,,https://www.eyeofriyadh.com/directory/details/9602_brandlive
Allseated,,,https://www.eyeofriyadh.com/directory/details/9603_allseated
6Connex,,,https://www.eyeofriyadh.com/directory/details/9604_6connex
vConferenceOnline.com,,,https://www.eyeofriyadh.com/directory/details/9606_vconferenceonline-com
Digitell,,,https://www.eyeofriyadh.com/directory/details/9607_digitell
ON24,,,https://www.eyeofriyadh.com/directory/details/9608_on24
Backstage Networks,,,https://www.eyeofriyadh.com/directory/details/9609_backstage-networks
NTT,,,https://www.eyeofriyadh.com/directory/details/9610_ntt
Vimeo,,,https://www.eyeofriyadh.com/directory/details/9611_vimeo
you can event,,,https://www.eyeofriyadh.com/directory/details/9612_you-can-event
Zoom,,,https://www.eyeofriyadh.com/directory/details/9613_zoom
Pico Virtuosity,,,https://www.eyeofriyadh.com/directory/details/9621_pico-virtuosity
Dammam Airports Company (DACO),info@daco.sa,+966 13 8834445,https://www.eyeofriyadh.com/directory/details/9685_dammam-airports-company-daco
Napco National,salessupport@napconational.com,+966 13 847 2288,https://www.eyeofriyadh.com/directory/details/9708_napco-national
Aircraft Accessories and Components Company (AACC),info@aacc-ltd.com,920006130,https://www.eyeofriyadh.com/directory/details/9720_aircraft-accessories-and-components-company-aacc
Snapchat,,,https://www.eyeofriyadh.com/directory/details/9746_snapchat
Media Rotana,,97144350000,https://www.eyeofriyadh.com/directory/details/9753_media-rotana
Saudi Air Navigation Services,info@sans.com.sa, +966 12 6717717,https://www.eyeofriyadh.com/directory/details/10005_saudi-air-navigation-services
Noura Pharmacy,,9200 11343,https://www.eyeofriyadh.com/directory/details/10017_noura-pharmacy
Four Seasons Resort Dubai - Jumeirah Beach,,+971 4 270 7777,https://www.eyeofriyadh.com/directory/details/10027_four-seasons-resort-dubai-jumeirah-beach
Four Seasons Dubai International Financial Centre,,971 4 506 0000,https://www.eyeofriyadh.com/directory/details/10028_four-seasons-dubai-international-financial-centre
Four Seasons Abu Dhabi At Al Maryah Island,,+971 (2) 333 2222,https://www.eyeofriyadh.com/directory/details/10029_four-seasons-abu-dhabi-at-al-maryah-island
"Sheraton Grand Hotel, Dubai",,+971 4 503 4444 ,https://www.eyeofriyadh.com/directory/details/10030_sheraton-grand-hotel-dubai
Sheraton Dubai Creek Hotel & Towers,, +971 4 228 1111 ,https://www.eyeofriyadh.com/directory/details/10031_sheraton-dubai-creek-hotel-towers
"Sheraton Mall of the Emirates Hotel, Dubai",, +971 4 377 2000,https://www.eyeofriyadh.com/directory/details/10032_sheraton-mall-of-the-emirates-hotel-dubai
Sheraton Jumeirah Beach Resort,, +971 4 399 5533,https://www.eyeofriyadh.com/directory/details/10033_sheraton-jumeirah-beach-resort
Sheraton Sharjah Beach Resort & Spa,, +971 6 563 0000,https://www.eyeofriyadh.com/directory/details/10034_sheraton-sharjah-beach-resort-spa
Saudi Paper Manufacturing Company,ales@saudipaper.com,966138123210,https://www.eyeofriyadh.com/directory/details/10044_saudi-paper-manufacturing-company
MenaBev,outlook.comjiku0709@gmail.com,+966920023460,https://www.eyeofriyadh.com/directory/details/10166_menabev
Saddik & Mohamed Attar Co.,info@smattarco.com,+966 1231 8330,https://www.eyeofriyadh.com/directory/details/10224_saddik-mohamed-attar-co
LSEG Data & Analytics,,,https://www.eyeofriyadh.com/directory/details/10243_lseg-data-analytics
Saudi Readymix Concrete Co.,info@saudireadymix.com,+966920000209,https://www.eyeofriyadh.com/directory/details/10254_saudi-readymix-concrete-co
Palm Beach Resort,info@Palmbeach.sa,00966138966633,https://www.eyeofriyadh.com/directory/details/10271_palm-beach-resort
Golden Tulip Dana Bay Resort,info@goldentulipdanabay.com,00966 1 38 963666,https://www.eyeofriyadh.com/directory/details/10272_golden-tulip-dana-bay-resort
Mövenpick Beach Resort Al Khobar,resort.alkhobar@movenpick.com,00966 13 849 2999,https://www.eyeofriyadh.com/directory/details/10273_m-venpick-beach-resort-al-khobar
Romooz In Resort,0556733791.waqarb091@gmail.com,00966504916336,https://www.eyeofriyadh.com/directory/details/10280_romooz-in-resort
Holiday Inn Resort Half Moon Bay,0556733791.waqarb091@gmail.com,0556733791,https://www.eyeofriyadh.com/directory/details/10281_holiday-inn-resort-half-moon-bay
Il Vero,restaurants.alkhobar@kempinski.com, +966 13 829 4207,https://www.eyeofriyadh.com/directory/details/10295_il-vero
Madeleine,0556733791.waqarb091@gmail.com,+966 13 849 2211,https://www.eyeofriyadh.com/directory/details/10296_madeleine
Golin MENA,info@golin.ae,+966 12 650 3100,https://www.eyeofriyadh.com/directory/details/10347_golin-mena
Mayar Foods,info@mayar.com,+966 13 845 5555,https://www.eyeofriyadh.com/directory/details/10351_mayar-foods
Saudi Bugshan,info@saudibugshan.com,+966 12 229 5800  ,https://www.eyeofriyadh.com/directory/details/10368_saudi-bugshan
Twitter,,,https://www.eyeofriyadh.com/directory/details/10371_twitter
Lockheed Martin,,,https://www.eyeofriyadh.com/directory/details/10375_lockheed-martin
Voco Hotel Al Khobar,0556733791.waqarb091@gmail.com,+966138696666,https://www.eyeofriyadh.com/directory/details/10376_voco-hotel-al-khobar
Royal Commission for Makkah City & Holy Sites,info@rcmc.gov.sa,+966125781444,https://www.eyeofriyadh.com/directory/details/10379_royal-commission-for-makkah-city-holy-sites
Shaden Desert Resort,,92000 1832,https://www.eyeofriyadh.com/directory/details/10381_shaden-desert-resort
Somewhere Hotel,info@somewhere-hotels.com,966-13-535-55555,https://www.eyeofriyadh.com/directory/details/10382_somewhere-hotel
Shaza Makkah,info.makkah@shazahotels.com,+966 12 550 9500 ,https://www.eyeofriyadh.com/directory/details/10407_shaza-makkah
The Carlyle Group,,,https://www.eyeofriyadh.com/directory/details/10423_the-carlyle-group
State Bank of India,,,https://www.eyeofriyadh.com/directory/details/10587_state-bank-of-india
State Bank of India (SBI),,+966118008144209,https://www.eyeofriyadh.com/directory/details/10588_state-bank-of-india-sbi
Residence Inn by Marriott Jazan,,966 9200 29984,https://www.eyeofriyadh.com/directory/details/10865_residence-inn-by-marriott-jazan
Human Capability Development Program,HCDP@ceda.cm.gov.sa,,https://www.eyeofriyadh.com/directory/details/10942_human-capability-development-program
AlFaris Group,info@alfarisgrp.com,966177223777,https://www.eyeofriyadh.com/directory/details/11113_alfaris-group
Edarah for Development & Progress,job@eadarah.com,920003987,https://www.eyeofriyadh.com/directory/details/11136_edarah-for-development-progress
Arrow Food Group,,966126775082,https://www.eyeofriyadh.com/directory/details/11140_arrow-food-group
Aseer Development Authority,,966172389666,https://www.eyeofriyadh.com/directory/details/11165_aseer-development-authority
Ford Motor Company,,8003923673,https://www.eyeofriyadh.com/directory/details/11245_ford-motor-company
Colliers,,,https://www.eyeofriyadh.com/directory/details/11430_colliers
Ayan Holding,info@ayan-holding.com,0126068910,https://www.eyeofriyadh.com/directory/details/11504_ayan-holding
Gulf Research Center,info@grc.net,966126531375,https://www.eyeofriyadh.com/directory/details/11658_gulf-research-center
Sharqia Development Authority,info@sda.gov.sa,,https://www.eyeofriyadh.com/directory/details/12035_sharqia-development-authority
Aseer Development Authority,,+966172389666,https://www.eyeofriyadh.com/directory/details/12036_aseer-development-authority
Research Development and Innovation Authority,,,https://www.eyeofriyadh.com/directory/details/12037_research-development-and-innovation-authority
Al Baha Municipality,ba-com@amanatalbaha.gov.sa,+966171252140,https://www.eyeofriyadh.com/directory/details/12136_al-baha-municipality
Northern Borders Region Municipality,arar@arar-nu.gov.sa,+966146627008,https://www.eyeofriyadh.com/directory/details/12137_northern-borders-region-municipality
RX Global,rxinfo@reedexpo.co.uk,0044 20 8271 2134,https://www.eyeofriyadh.com/directory/details/12213_rx-global
Saudi Irrigation Organization,info@sio.gov.sa,8003060999,https://www.eyeofriyadh.com/directory/details/12226_saudi-irrigation-organization
Al-Jouf Agricultural Development Company (JADCO),info@aljouf.com.sa,966146466664,https://www.eyeofriyadh.com/directory/details/12228_al-jouf-agricultural-development-company-jadco
Starlinks,info@starlinks-me.com,8003044433,https://www.eyeofriyadh.com/directory/details/12246_starlinks
GCC TREASURES,business@gcctreasures.com,+966 58 201 1517,https://www.eyeofriyadh.com/directory/details/12301_gcc-treasures
ALDAR,,800 25327,https://www.eyeofriyadh.com/directory/details/12613_aldar
Dubai Holding Real Estate,,971 4 362 2000,https://www.eyeofriyadh.com/directory/details/12614_dubai-holding-real-estate
Deyaar,CONTACTUS@DEYAAR.AE,800339227,https://www.eyeofriyadh.com/directory/details/12616_deyaar
Union Properties,contactus@up.ae,8008 86466,https://www.eyeofriyadh.com/directory/details/12617_union-properties
Tamimi Global,,+966 13 807 5700,https://www.eyeofriyadh.com/directory/details/12645_tamimi-global
Majid Al Futtaim Properties,,+971 4 294 9999,https://www.eyeofriyadh.com/directory/details/12653_majid-al-futtaim-properties
Sharjah Investment and Development Authority (Shurooq),,971 6 556 0777,https://www.eyeofriyadh.com/directory/details/12655_sharjah-investment-and-development-authority-shurooq
