company_name,phone_number,city,category,subcategory,description,detail_url
ID card printer Saudi Arabia,966-11-4450504,Riaydh,"Automation, control","Control systems,Software","We provide turnkey solutions in Access Control, RFID based tracking (assets, people , documents, inventory), Attendance management, ID card issuance, Visitor management, Audio Visual Solutions , IT in...",https://www.findsaudi.com/en/CatView/564/27322/ID_card_printer_Saudi_Arabia.aspx
smart wave,966-966-555611904,Macca,"Automation, control","Control systems,Software","We help you transform your home into a smart home at the lowest cost and without prior establishment or complex systems. Just install, pair, and remotely control the lights, air conditioners, and elec...",https://www.findsaudi.com/en/CatView/564/27562/smart_wave.aspx
amnon1sec,966-333-502059813,Riaydh,"Automation, control","Control systems,Software","Specialized in the sale, installation and maintenance of surveillance cameras and their accessories and technical security systems",https://www.findsaudi.com/en/CatView/564/27486/amnon1sec.aspx
PWAS (Proximity Aramco PWAS Camera),966-13-32233,Dammam,"Automation, control","Control systems,Software","Hi Sir,
Greetings!

How are you, I Hope you are doing well.

We are the Local KSA Manufacturer & Supplier of PWAS Aramco Camera and Safety Devices for the heavy equipment's accidents safety with ...",https://www.findsaudi.com/en/CatView/564/27445/PWAS_Proximity_Aramco_PWAS_Camera_.aspx
FutureX Digital transformation,966-54-701280,Riaydh,"Automation, control","Control systems,Software",FutureX’s mission is to be the leading partner that enterprises join hands with in their digital transformation journey in full alignment to Saudi Arabia Vision 2030. We provide solutions to transform...,https://www.findsaudi.com/en/CatView/564/26809/FutureX_Digital_transformation.aspx
Majles Tech,966-11-2050043,Riaydh,"Automation, control","Control systems,Software","Majles Tech is an integrated platform and system capable of carrying boards of directors and transferring them to the digital world to carry out their work with ease, so that after business governance...",https://www.findsaudi.com/en/CatView/564/26574/Majles_Tech.aspx
Eye Cubed Trading Co,966-11-2925109,Riaydh,"Automation, control","Control systems,Software","Eye Cubed Trading Company specializes in supplying military and security equipment and equipment, and it Head offic in Riyadh",https://www.findsaudi.com/en/CatView/564/26367/Eye_Cubed_Trading_Co.aspx
Top Town Contracting Est,966-12-6125141,Jadda,"Automation, control","Control systems,Software",Commercial activity hotel systems and supplies,https://www.findsaudi.com/en/CatView/564/11853/Top_Town_Contracting_Est.aspx
Desert Services,966-11-2402084,Riaydh,"Automation, control","Control systems,Software","Desert Services

Based in Riyadh, the establishment concentrates on delivering comprehensive IT solutions and enterprise services to public and private, telecommunication and financial sectors acros...",https://www.findsaudi.com/en/CatView/564/6686/Desert_Services.aspx
Bags inspection and bags inspection,966-54-4217662,Jadda,"Automation, control","Control systems,Software","Personnel, bags, and security systems to communicate 0544217662
Inspection devices, inspection gate, and security systems for communication 0544217662
We have Chinese and American bag inspection equ...",https://www.findsaudi.com/en/CatView/564/6114/Bags_inspection_and_bags_inspection.aspx
advanced success security,966-14-8483778,Medina,"Automation, control","Control systems,Software","Specialize in surveillance cameras, thermal cameras, security systems and networks - European low profile devices - audio systems",https://www.findsaudi.com/en/CatView/564/6137/advanced_success_security.aspx
EYSADA,966-5-816305,Riaydh,"Automation, control","Control systems,Software","ESADA is a registered organization founded by a group of independent professionals who work in the systems, software and websites industry and provide solutions in the field of security equipment.",https://www.findsaudi.com/en/CatView/564/6108/EYSADA.aspx
Madar informatics,966-12-2611664,Jadda,"Automation, control","Control systems,Software","Madar Informatics Company has all the information services from networks, information systems and communication engineering, and we are also specialized in all electronic screens (Audio Visual System)...",https://www.findsaudi.com/en/CatView/564/6116/Madar_informatics.aspx
Mushor Technology Est,966-11-4649944,Riaydh,"Automation, control","Control systems,Software","Our scope is in light current cables, B3 - Belden - Nexans - Prysmian - Italcond | CCTV. Acti | Network attached storage, Synology | Test & Measurement tools, Fluke - Chauvin Arnoux | Cabinets, Canova...",https://www.findsaudi.com/en/CatView/564/5964/Mushor_Technology_Est.aspx
OMEGA POS,966-11-2243122,Riaydh,"Automation, control","Control systems,Software","Point of sales solution for Restaurants
Stock Management 
Track sales application
Cloud Based solution
O_live Software
Food cost",https://www.findsaudi.com/en/CatView/564/5878/OMEGA_POS.aspx
rehabeltanmea,966-564-291869,Riaydh,"Automation, control","Control systems,Software","Specialized in security systems, control systems, personal entry gates, automobiles, metal detectors and weapons",https://www.findsaudi.com/en/CatView/564/5761/rehabeltanmea.aspx
Cetrix Cloud Services,966-542-331721,Riaydh,"Automation, control","Control systems,Software",We pride ourselves on using the latest innovations in technology and industry best practices to transform businesses of all sizes into successful leaders. With 25+ years of experience in digital techn...,https://www.findsaudi.com/en/CatView/564/5750/Cetrix_Cloud_Services.aspx
Taif-alalmas Trading group,966-665-537434654,Abha,"Automation, control","Control systems,Software",cctv cameras - pos - cashier- cashd drawer - security doors and more,https://www.findsaudi.com/en/CatView/564/5722/Taif_alalmas_Trading_group.aspx
TenD,966-11-4889706,Riaydh,"Automation, control","Control systems,Software","TenD Information System & Technology company has a reputation for the highly qualified professional team and exceedingly satisfied customers in Artificial Intelligence, Blockchain, Robotics, Machine l...",https://www.findsaudi.com/en/CatView/564/5641/TenD.aspx
Mest,966-966-0561795969,Riaydh,"Automation, control","Control systems,Software",Launch with the new generation of business software and applications now is the time to dispense with traditional systems and devices such as fingerprint and handheld devices and traditional accountin...,https://www.findsaudi.com/en/CatView/564/5619/Mest.aspx
Hydraulic City Makkah Branch,966-56-1508258,Macca,"Automation, control","Control systems,Software","Blocker roads - barrier-
 Hydraulic spare parts",https://www.findsaudi.com/en/CatView/564/5603/Hydraulic_City_Makkah_Branch.aspx
Advance international company,966-55-5013810,Riaydh,"Automation, control","Control systems,Software","Advance international company  ZKTeco
Is a company specialized in the provision of security solutions from the systems of surveillance cameras and attendance and access and control of access and secu...",https://www.findsaudi.com/en/CatView/564/5421/Advance_international_company.aspx
Digital standards Limited,966-11-2260227,Riaydh,"Automation, control","Control systems,Software","a Saudi Company, that provides a solutions in main three areas:
1- Cyber Security.
2- Physical Security , monitoring , CCTV, materials detection, Drugs detection, explosion detection and controlling...",https://www.findsaudi.com/en/CatView/564/5377/Digital_standards_Limited.aspx
Microtec Accounting system,966-11-4004073,Jadda,"Automation, control","Control systems,Software","Microtec Integrated Accounting System 
It is a package of the outstanding integrated and interlinked systems that easily meet all requirements of the various firms of different nature, whether  comme...",https://www.findsaudi.com/en/CatView/564/4625/Microtec_Accounting_system.aspx
Kowloen Company and the closure of electronic hotels and energy providers,966-544-217662,Riaydh,"Automation, control","Control systems,Software","Security equipment, baggage inspection equipment, gates, metal detectors, queues, queens and electronic hotel locks


Parking racks, metal detectors, surveillance cameras, burglar and fire alarms, ...",https://www.findsaudi.com/en/CatView/564/4749/Kowloen_Company_and_the_closure_of_electronic_hotels_and_energy_providers.aspx
loay,966-12-2290081,Jadda,"Automation, control","Control systems,Software","smart bulding systems 
cctv systems 
network systems",https://www.findsaudi.com/en/CatView/564/4603/loay.aspx
MANSOP,966-55-5208909,Riaydh,"Automation, control","Control systems,Software","Magnetic and smart card systems, hologram marks and all grades of insurance,
Pre-printing cards
Card printers, software and hardware maintenance ,
Attendance devices,
Automated wait and call syste...",https://www.findsaudi.com/en/CatView/564/4114/MANSOP.aspx
Security Operations Company,966-11-4850907,Riaydh,"Automation, control","Control systems,Software","Security Operations Company is a Saudi Company specialized in all aspects of security systems that including but not limited to (CCTV, Attendance and leave management systems, control systems, access ...",https://www.findsaudi.com/en/CatView/564/4507/Security_Operations_Company.aspx
OPC,966-5-1117661,Riaydh,"Automation, control","Control systems,Software",camera system - centrals - network  access control - finger print,https://www.findsaudi.com/en/CatView/564/4261/OPC.aspx
ioc,966-56-568522522,Riyadh Governorates,"Automation, control","Control systems,Software","Low pressure works
Design and implementation of network and data network 
Ip central and electronic control and control systems
, Gates DAOSAFE INTERNATIONAL AGENTS
   Preview, layout and maps are...",https://www.findsaudi.com/en/CatView/564/4172/ioc.aspx
MANSOP,966-55-5208909,Riaydh,"Automation, control","Control systems,Software","Magnetic and smart card systems, hologram marks and all grades of insurance,
Pre-printing cards
Card printers, software and hardware maintenance ,
Attendance devices,
Automated wait and call syste...",https://www.findsaudi.com/en/CatView/564/4148/MANSOP.aspx
Taif Al-almas,966-92-002961,Riaydh,"Automation, control","Control systems,Software","599/5000
nizam 'iidarat almubieat, nizam 'iidarat almataeim, nizam 'iidarat almubieat, nizam 'iidarat almasharie, nizam 'iidarat almubieat, nizam 'iidarat almsharye, (nzam 'iidarat alaemal) - 'iidara...",https://www.findsaudi.com/en/CatView/564/4142/Taif_Al_almas.aspx
Industrial Land Trading,966-13-8979500,Al Khobar,"Automation, control","Control systems,Software","Access Control system & automation system:
Road Bloker
Bollards
Barrier
CCTV
Sliding Gate, Swing gate
Dock levler, Dock Shelter
High speed door
sectional door
Indsturial Door",https://www.findsaudi.com/en/CatView/564/4116/Industrial_Land_Trading.aspx
Icc electronic Services,966-13-8978377,Al Khobar,"Automation, control","Control systems,Software","Commerce in electronic devices, cable and wireless services and providing after - sales and car tracking systems",https://www.findsaudi.com/en/CatView/564/4077/Icc_electronic_Services.aspx
ladder of tech,966-1-0000000,Riaydh,"Automation, control","Control systems,Software","ladder of tech 
it the technology comapny 
we have allh technology servers 
cctv 
network 
car tracking 
intercom 
all tech serves",https://www.findsaudi.com/en/CatView/564/3851/ladder_of_tech.aspx
Masader,966-5-80800433,Jadda,"Automation, control","Control systems,Software",Specializing in accounting software and the ERP,https://www.findsaudi.com/en/CatView/564/3729/Masader.aspx
Technoline for Security Control System,966-12-6577230,Jadda,"Automation, control","Control systems,Software","Technoline is a Jeddah based system integration company providing solutions on physical security such as CCTV, Door Access Control, Speedstiles/Tripod Turnstiles, Anti-Shop Lifting etc. We also deal w...",https://www.findsaudi.com/en/CatView/564/3671/Technoline_for_Security_Control_System.aspx
Tech Life,966-11-4913514,Riaydh,"Automation, control","Control systems,Software","We in Tech Life provide security systems,  Communications, and Network.

At the same time we Collaborate with the most experience companies in these fields around the world .
security system . cctv...",https://www.findsaudi.com/en/CatView/564/3127/Tech_Life.aspx
Selective Systems,966-11-4626040,Riaydh,"Automation, control","Control systems,Software","selected systems for communications and information technology, systems integration and official agent for programming odoo Integrated Facilities Management Program",https://www.findsaudi.com/en/CatView/564/3149/Selective_Systems.aspx
platinum zone security,966-54-1115059,Riaydh,"Automation, control","Control systems,Software","FPS, hotels, malls, airports from Platinum for Security Systems the world's leading systems
Modern sonar equipment for customs examination
They started searching the trucks coming from other countri...",https://www.findsaudi.com/en/CatView/564/3100/platinum_zone_security.aspx
Qudwat Al-khaleej For IT,966-12-6513682,Jadda,"Automation, control","Control systems,Software","Qudwat Al-khaleej plays a role models play an important role in the IT industry for several years during which he was keen to build strong working relationships with their customers.
- Singled out ma...",https://www.findsaudi.com/en/CatView/564/2970/Qudwat_Al_khaleej_For_IT.aspx
"AL MOKAWANAT INTL, UNITED CO. LTD., ""3iSolution""",966-12-6611654,Jadda,"Automation, control","Control systems,Software","AL MOKAWANAT INTL, UNITED CO. LTD., ""3iSolution"" is a technology aspired limited liability Company founded in 1994, Jeddah - Saudi Arabia by Saudi entrepreneurs. The foundation of 3iSoution encountere...",https://www.findsaudi.com/en/CatView/564/2944/AL_MOKAWANAT_INTL_UNITED_CO_LTD_3iSolution_.aspx
Eram Holding Group,966-12-6689715,Jadda,"Automation, control","Control systems,Software","eRAM Holding Group is a Saudi holding company works on Business Development , Eram Holding Group is the parent of Eram Information Technology , Eram Training Center , Eram Trade and Eram security Syst...",https://www.findsaudi.com/en/CatView/564/2850/Eram_Holding_Group.aspx
SBM - Saudi Business Machines,966-11-8133333,Riaydh,"Automation, control","Control systems,Software","Beginning with the first computers in 1947, technology in Saudi Arabia has exponentially progressed to become an inherent part of everyday life and a crucial necessity in all business sectors. The Juf...",https://www.findsaudi.com/en/CatView/564/2804/SBM_Saudi_Business_Machines.aspx
Fan-Alartqaa,966-11-2670555,Riaydh,"Automation, control","Control systems,Software",Saudi technology company specializing in software and business solutions..,https://www.findsaudi.com/en/CatView/564/2647/Fan_Alartqaa.aspx
platinum global security,966-54-1115059,Riaydh,"Automation, control","Control systems,Software","FPS, hotels, malls, airports from Platinum Systems company the world's leading security systems
Internal and external ""security gates"" metal detectors: -
* It is that you see when malls, hotels, ban...",https://www.findsaudi.com/en/CatView/564/2555/platinum_global_security.aspx
Atheeb Intergraph Saudi Company (AISC),966-11-4622335,Riaydh,"Automation, control","Control systems,Software","Atheeb Intergraph Saudi Company (AISC) is a joint venture of Atheeb Trading Company, KSA and Intergraph Corporation, USA.
In 2001 Atheeb and Intergraph created two geospatial information companies to...",https://www.findsaudi.com/en/CatView/564/2432/Atheeb_Intergraph_Saudi_Company_AISC_.aspx
Atheeb NetSol Saudi Company Ltd.,966-11-4646142,Riaydh,"Automation, control","Control systems,Software","Atheeb NetSol Saudi Company Limited is a Joint Venture between the Atheeb Group, a large business conglomerate based in the Kingdom of Saudi Arabia, and NetSol Technologies, Inc., a US multinational c...",https://www.findsaudi.com/en/CatView/564/2431/Atheeb_NetSol_Saudi_Company_Ltd_.aspx
ProTech  Co. for Electro-Mechanical & Industrial Contracting,966-12-6934450,Jadda,"Automation, control","Control systems,Software","ProTech  Co. for Electro-Mechanical & Industrial Contracting, located in Jeddah KSA.

Our Services :
-	Electro-mechanical & industrial  contracting  for factories, industrial  buildings, commercial...",https://www.findsaudi.com/en/CatView/564/2297/ProTech_Co_for_Electro_Mechanical_Industrial_Contracting.aspx
Megatech Arabia,966-11-4640897,Riaydh,"Automation, control","Control systems,Software","Megatech Arabia is a Saudi Establishment specialized in Home Automation, Lighting and multimedia solution. We are focused on providing turnkey solutions for smart customers that are willing to step ou...",https://www.findsaudi.com/en/CatView/564/2105/Megatech_Arabia.aspx
Allied Maintenance Company -AMC,966-11-2179096,Riaydh,"Automation, control","Control systems,Software","AMC is an established provider of cost effective tailored Facilities Management Solutions. Backed by our years of experience, know how and our commitment to high quality and standards, we offer custom...",https://www.findsaudi.com/en/CatView/564/1708/Allied_Maintenance_Company_AMC.aspx
Arasoft company is one of the pioneer Ghodaf Group,966-11-4615461,Riaydh,"Automation, control","Control systems,Software",Arasoft started 1416H to be leading in the world of Information Technology. The company passed years of success and growth with ALLAH support. This is all due to the smart and professional strategy fo...,https://www.findsaudi.com/en/CatView/564/1489/Arasoft_company_is_one_of_the_pioneer_Ghodaf_Group.aspx
".Thimar Electronics Co, Ltd",966-11-4777690,Riaydh,"Automation, control","Control systems,Software","Thimar, was founded in Riyadh back in 1978, as a specialized company in low current systems. And provides services to customers in all parts of the Kingdom of Saudi Arabia.
Thimar offers a complete e...",https://www.findsaudi.com/en/CatView/564/1482/_Thimar_Electronics_Co_Ltd.aspx
Advanced Electronics Company,966-11-2201350,Riaydh,"Automation, control","Control systems,Software","A Regional Pioneer in the Innovation and Development of Advanced Electronics, Serving the Military, Telecom and Industrial Sectors 
 
Established in 1988 under the directives of the Government of Sa...",https://www.findsaudi.com/en/CatView/564/1259/Advanced_Electronics_Company.aspx
Aljardan International Agencies Co,966-9-20002051,Riaydh,"Automation, control","Control systems,Software","Educational & training Systems
Computer and Accessories
power distribution and carrying and electrical net work accessories
factory automation and maintenance",https://www.findsaudi.com/en/CatView/564/966/Aljardan_International_Agencies_Co.aspx
Self Solution Contracting Company and Security Systems,966-11-2271551,Riaydh,"Automation, control","Warning, surveillance, fire","SSC | Self Solutions Contracting Company Description:
Welcome to SSC, your trusted partner in comprehensive security solutions. At SSC, we take pride in offering a range of cutting-edge security syst...",https://www.findsaudi.com/en/CatView/566/28649/Self_Solution_Contracting_Company_and_Security_Systems.aspx
ENMAA AL-JAZEERA SAFTEY EQUIPMENT EST,966-5-0101780,Hafouf,"Automation, control","Warning, surveillance, fire","Supply and installation of alarm, surveillance, and fire extinguishing devices and systems, and issuance of approved civil defense certificates, maintenance contracts, and competency certificates.",https://www.findsaudi.com/en/CatView/566/28690/ENMAA_AL_JAZEERA_SAFTEY_EQUIPMENT_EST.aspx
Conexus Contracting Co.,966-13-8490003,Al Khobar,"Automation, control","Warning, surveillance, fire","CONEXUS excels in providing a full range of world class Integrated solutions from Design, Engineering, Supply, Installation, Commissioning & Maintenance services for Fire Protection & Fire Detection s...",https://www.findsaudi.com/en/CatView/566/28335/Conexus_Contracting_Co_.aspx
Fireend  safety,966-54-9674101,Riaydh,"Automation, control","Warning, surveillance, fire",fire fighting and alarm,https://www.findsaudi.com/en/CatView/566/28533/Fireend_safety.aspx
Delta Advanced Information For Safety Device,966-54-4125090,Dahran,"Automation, control","Warning, surveillance, fire","We are committed to be the integrated
security company trusted and chosen by
the majority of customers in the in
industrial business, and professional
customers.",https://www.findsaudi.com/en/CatView/566/28035/Delta_Advanced_Information_For_Safety_Device.aspx
CONEXUS Contracting Company,966-13-8490003,Al Khobar,"Automation, control","Warning, surveillance, fire","Conexus has an outstanding position in the market and provides one stop solution of Integrated MEP, Fire & Safety Systems, Security & Automation to protect life and property across major industries in...",https://www.findsaudi.com/en/CatView/566/27989/CONEXUS_Contracting_Company.aspx
Tamam Omer Al Anazi,966-11-2954206,Riaydh,"Automation, control","Warning, surveillance, fire","Hello Dear

I would like to inform you that we are providing ""Fire Protection System & Safety Services ""  • Fire Fighting System • Fire Alarm System • Cctv Cameras Installation & Fire & Safety Equip...",https://www.findsaudi.com/en/CatView/566/27960/Tamam_Omer_Al_Anazi.aspx
Distinctive Frontier Co. for Safety Equip.LLc,966-11-8120378,Al Khobar,"Automation, control","Warning, surveillance, fire","The exclusive agent for Frontier Pumps fire fighting pumps in the Kingdom of Saudi Arabia. Frontier Safety Ltd, Co is the world's leading certified fire suppression company for government sectors incl",https://www.findsaudi.com/en/CatView/566/27909/Distinctive_Frontier_Co_for_Safety_Equip_LLc.aspx
Etqan Security Business Co,966-11-4510709,Riaydh,"Automation, control","Warning, surveillance, fire","Specialized in supplying and installing (surveillance systems, burglar and fire alarms, audio-visual systems, networks, PABX, Access Control).",https://www.findsaudi.com/en/CatView/566/27816/Etqan_Security_Business_Co.aspx
euruq altaqnia commercial,966-144-238791,Tabuk,"Automation, control","Warning, surveillance, fire","Supply, installation and maintenance
Surveillance Cameras
fingerprint devices
burglar alarms
computer networks
auto corrector
audio devices",https://www.findsaudi.com/en/CatView/566/27338/euruq_altaqnia_commercial.aspx
SharpEagle: Security And Safety Solutions Provider In UAE & Saudi,966-55-1116121,Al Khobar,"Automation, control","Warning, surveillance, fire",SharpEagle is a leading manufacturer & system integrator of industrial CCTV and Safety solutions. Our key strengths are in Explosion proof CCTV systems designed for hazardous areas. All our products a...,https://www.findsaudi.com/en/CatView/566/27403/SharpEagle_Security_And_Safety_Solutions_Provider_In_UAE_Saudi.aspx
Amanco - Security System Supplier in Saudi Arabia,966-5-83998548,Riaydh,"Automation, control","Warning, surveillance, fire","Amanco is an ISO certified, HCIS approved security system company in Saudi Arabia. We offer different security services and products at best quality.",https://www.findsaudi.com/en/CatView/566/27451/Amanco_Security_System_Supplier_in_Saudi_Arabia.aspx
capitalsystem,966-82-966353,Riaydh,"Automation, control","Warning, surveillance, fire","Electronic screens to display customer waiting numbers
Customer waiting devices - Customer waiting device prices - Customer waiting systems company Customer waiting systems company - Customer waiting...",https://www.findsaudi.com/en/CatView/566/27366/capitalsystem.aspx
Alsufyani Group For Safety & Security,966-56-2699928,The Taif,"Automation, control","Warning, surveillance, fire","Al Sufyani Group for Security and Safety Systems is an institution specialized in the field of security, safety, fire prevention and early warning systems. Since 2012, Al Sufyani Group was establishem...",https://www.findsaudi.com/en/CatView/566/26992/Alsufyani_Group_For_Safety_Security.aspx
Arij for Safety & Tools,966-12-2610183,Jadda,"Automation, control","Warning, surveillance, fire","All kind Fire Protection Equipment's Like Fire Extinguisher, Smoke & Heat Detector, Emergency Exit Doors.....",https://www.findsaudi.com/en/CatView/566/26924/Arij_for_Safety_Tools.aspx
security shield,966-11-2199998,Riaydh,"Automation, control","Warning, surveillance, fire",Specialized in the trade of security devices and the installation of surveillance cameras in Riyadh,https://www.findsaudi.com/en/CatView/566/26898/security_shield.aspx
Mezab Trading and Contracting Est,966-14-8222028,Medina,"Automation, control","Warning, surveillance, fire","Mezab Trading and Contracting Establishment was established in the year 1998 and has gained preference and distinction between companies, constructions and customers, integrity in dealing with all and...",https://www.findsaudi.com/en/CatView/566/26905/Mezab_Trading_and_Contracting_Est.aspx
Nafs,966-56-0968880,Macca,"Automation, control","Warning, surveillance, fire","Saudi institution established in the holy capital
Since 2015, it has sought to be the best in the field of security, safety and fire prevention services through a series of services provided by a pro...",https://www.findsaudi.com/en/CatView/566/26636/Nafs.aspx
Fire equipment suppliers est.,966-012-6644484,Jadda,"Automation, control","Warning, surveillance, fire","Fire protection systems.
Installation & maintenance.",https://www.findsaudi.com/en/CatView/566/26649/Fire_equipment_suppliers_est_.aspx
hardware soluions bulders,966-55-0521244,Jadda,"Automation, control","Warning, surveillance, fire","Gas filling station (NOVEC1230) (FM> 200) for specialized fire extinguisher systems for server rooms, power rooms and database rooms to prevent fire and not damage rooms as well as water",https://www.findsaudi.com/en/CatView/566/26610/hardware_soluions_bulders.aspx
Perfect Vision Factory,966-13-0553095804,Dammam,"Automation, control","Warning, surveillance, fire","Perfect Vision Factory is a blooming tech of kingdom of Saudi Arabia, which deals with innovating technologies related to IoT (Internet of things), Security and Safety System etc., Our main aim is to ...",https://www.findsaudi.com/en/CatView/566/26437/Perfect_Vision_Factory.aspx
Amjad Alboroujfor Security& Safety,966-12-5500340,Macca,"Automation, control","Warning, surveillance, fire","A Saudi establishment established in the Holy Capital 10 years ago, during which it sought to be the leader in the fields of security, safety, fire prevention, design, implementation and supervision o...",https://www.findsaudi.com/en/CatView/566/26264/Amjad_Alboroujfor_Security_Safety.aspx
Globetech systems PWAS Proximity Warning Alert System with camera,966-5-97379605,Al Jubail,"Automation, control","Warning, surveillance, fire","Globetech systems provides solutions:- PWAS proximity Warning Alert System, CCTV System , GPS Tracking solution, ERP solutions, Mobile App Development, Website Design",https://www.findsaudi.com/en/CatView/566/6836/Globetech_systems_PWAS_Proximity_Warning_Alert_System_with_camera.aspx
Fawaz Secuurity & Safty System,966-53-9363386,Riaydh,"Automation, control","Warning, surveillance, fire","Working For Supply Fire Fighting , Fire alarm System, FM 200 , Novec , Co2 , Gent",https://www.findsaudi.com/en/CatView/566/6146/Fawaz_Secuurity_Safty_System.aspx
Trading Safety Tools & Fire Equipments Est,966-56-1777667,Jadda,"Automation, control","Warning, surveillance, fire",To Sale All Kinds Of Safety Tools & Fire Fighting Equipment's  .,https://www.findsaudi.com/en/CatView/566/6133/Trading_Safety_Tools_Fire_Equipments_Est.aspx
ٍِSASSC,966-13-8417099,Dammam,"Automation, control","Warning, surveillance, fire","A leading Saudi institution specialized in the field of security systems ""surveillance cameras - attendance and departure devices - networks - switches - Internet - communications services - audio-vis...",https://www.findsaudi.com/en/CatView/566/6183/_SASSC.aspx
AlSnaded for Security Service,966-11-477 50 49,Riaydh,"Automation, control","Warning, surveillance, fire","We are keen to work as what we believe, and we perform our jobs perfectly in providing special security services in professional ways that suit our clients’ reputation.
our Website: www.alsnaded.com",https://www.findsaudi.com/en/CatView/566/6152/AlSnaded_for_Security_Service.aspx
Sadeem Trading Co.,966-11-2922187,Riaydh,"Automation, control","Warning, surveillance, fire","sales of safety and security tools ,Industrial equipment, Extinguishing systems , Insulation , Roads and doors painting",https://www.findsaudi.com/en/CatView/566/5901/Sadeem_Trading_Co_.aspx
SECURITY EYE for security systems,966-55-3339052,Riaydh,"Automation, control","Warning, surveillance, fire","High-quality security systems: CCTV, Access Control, Barriers, Parking boom barrier, Alarm Systems, Maintenance Service",https://www.findsaudi.com/en/CatView/566/5735/SECURITY_EYE_for_security_systems.aspx
Mushor technology,966-54-8111181,Riaydh,"Automation, control","Warning, surveillance, fire","a specialized company in trading electronics, cables, computers, NAS storage, networks, CCTV, light current",https://www.findsaudi.com/en/CatView/566/5693/Mushor_technology.aspx
Control Links EST.,966-13-8060004,Dammam,"Automation, control","Warning, surveillance, fire","CCTV, Time Attendance and Access control, GPS trucking sys. ,Home Automation sys. , Video conference call",https://www.findsaudi.com/en/CatView/566/5645/Control_Links_EST_.aspx
Masdar Alomran,966-59-8819206,Jadda,"Automation, control","Warning, surveillance, fire","Contracting, Security and Safety Systems",https://www.findsaudi.com/en/CatView/566/5577/Masdar_Alomran.aspx
Aljamaz Establishment for Security and Safety Systems,966-17-2812558,Abha,"Automation, control","Warning, surveillance, fire","We work in the field of fire-fighting systems, early warning against fire and security and safety equipment, and we have implemented large projects, such as hospitals, malls, administrative buildings,...",https://www.findsaudi.com/en/CatView/566/5546/Aljamaz_Establishment_for_Security_and_Safety_Systems.aspx
Ashbal Tamani for private civil security escorts,966-55-4446722,Dammam,"Automation, control","Warning, surveillance, fire",Ashbal Tamani Security Guard is a national institution working in the field of providing security escorts services. Our clients assess the quality of our services and our commitment to them.,https://www.findsaudi.com/en/CatView/566/5320/Ashbal_Tamani_for_private_civil_security_escorts.aspx
Lafi Establishments,966-92-0019196,Riaydh,"Automation, control","Warning, surveillance, fire","LAFI is a leading online store and dealer in Saudi Arabia for products such as CCTV Camera, Surveillance systems, IT solutions, Cables and more",https://www.findsaudi.com/en/CatView/566/5088/Lafi_Establishments.aspx
asalat alkhair,966-12-6176172,Jadda,"Automation, control","Warning, surveillance, fire",asalatalkhair,https://www.findsaudi.com/en/CatView/566/3758/asalat_alkhair.aspx
NCG,966-54-0464853,Khamis Mushit,"Automation, control","Warning, surveillance, fire","We offer you everything new in networks, websites, smart phone applications, attendance devices, switchboards, monitors and surveillance cameras",https://www.findsaudi.com/en/CatView/566/3680/NCG.aspx
FTECH,966-16-3233433,Al Qassim,"Automation, control","Warning, surveillance, fire","The first company licensed technology from the Ministry of Interior - the High Authority for Industrial Security
We specialize in:
Provide technical support services, maintenance, and operating and ...",https://www.findsaudi.com/en/CatView/566/3639/FTECH.aspx
Zona company,966-5-02525942,Jadda,"Automation, control","Warning, surveillance, fire","Secret United Zona company providing cutting-edge services and distinctive to its valued customers
All kinds of surveillance cameras moving and fixed night and day",https://www.findsaudi.com/en/CatView/566/3501/Zona_company.aspx
Safe Guide for Security,966-5-8203333,Riyadh Governorates,"Automation, control","Warning, surveillance, fire","Safe Guide to Security and Peace: Installation and supply of security and safety systems, establishment and adoption of civil defense plans and installation of surveillance cameras",https://www.findsaudi.com/en/CatView/566/4324/Safe_Guide_for_Security.aspx
AKAREM GROUP,966-13-8333111,Al Khobar,"Automation, control","Warning, surveillance, fire","Warm Welcome for visiting our Group's Website.
With great pleasure we invite you to learn more about 
AKAREM GROUP.By navigating through our portal.
We would appreciate if you could write your comm...",https://www.findsaudi.com/en/CatView/566/4400/AKAREM_GROUP.aspx
Masdar Safety Foundation,966-11-5457670,Riaydh,"Automation, control","Warning, surveillance, fire",,https://www.findsaudi.com/en/CatView/566/4785/Masdar_Safety_Foundation.aspx
Time Engineering & Fire Fighting Est,966-54-164884,Dammam,"Automation, control","Warning, surveillance, fire",,https://www.findsaudi.com/en/CatView/566/5168/Time_Engineering_Fire_Fighting_Est.aspx
MAHAR ALFN EST,966-11-4911616,Riaydh,"Automation, control","Warning, surveillance, fire",FOR Alarm SYSTEM &Fire Protection,https://www.findsaudi.com/en/CatView/566/5252/MAHAR_ALFN_EST.aspx
Security Guard Saudi Co.,966-538-451740,Riaydh,"Automation, control","Warning, surveillance, fire","SECURTIY COMPANY SERVE YOU 24/7 MEN & WOMAN, SECURITY SYSTEMS CAMERAS  CALL ME 0538451740",https://www.findsaudi.com/en/CatView/566/3365/Security_Guard_Saudi_Co_.aspx
